id,event_type,log_feature,volume,resource_type,severity_type
14728,event_type 43,feature 376,21,resource_type 2,severity_type 1
7138,event_type 11,feature 354,1,resource_type 2,severity_type 1
10871,event_type 11,feature 203,6,resource_type 8,severity_type 1
345,event_type 43,feature 368,7,resource_type 2,severity_type 1
3533,event_type 13,feature 345,1,resource_type 8,severity_type 1
1223,event_type 11,feature 313,1,resource_type 8,severity_type 2
1402,event_type 35,feature 181,1,resource_type 2,severity_type 2
9489,event_type 42,feature 368,5,resource_type 2,severity_type 1
9177,event_type 34,feature 232,8,resource_type 2,severity_type 2
6002,event_type 34,feature 314,38,resource_type 2,severity_type 2
2253,event_type 35,feature 309,16,resource_type 2,severity_type 2
1616,event_type 20,feature 295,1,resource_type 2,severity_type 1
16460,event_type 34,feature 229,9,resource_type 2,severity_type 2
13526,event_type 13,feature 273,1,resource_type 8,severity_type 1
1184,event_type 23,feature 305,1,resource_type 4,severity_type 1
3277,event_type 34,feature 230,1,resource_type 2,severity_type 2
17938,event_type 34,feature 315,2,resource_type 2,severity_type 2
99,event_type 34,feature 312,2,resource_type 2,severity_type 2
15479,event_type 44,feature 368,3,resource_type 2,severity_type 1
14741,event_type 20,feature 134,1,resource_type 2,severity_type 1
8030,event_type 34,feature 232,3,resource_type 2,severity_type 2
6810,event_type 34,feature 227,1,resource_type 2,severity_type 2
341,event_type 35,feature 232,4,resource_type 2,severity_type 2
7820,event_type 14,feature 47,3,resource_type 4,severity_type 1
8142,event_type 11,feature 71,4,resource_type 8,severity_type 1
7332,event_type 34,feature 94,2,resource_type 2,severity_type 1
15401,event_type 35,feature 232,2,resource_type 2,severity_type 2
6995,event_type 15,feature 203,17,resource_type 8,severity_type 1
17285,event_type 11,feature 82,27,resource_type 8,severity_type 1
11402,event_type 34,feature 315,7,resource_type 2,severity_type 2
406,event_type 13,feature 303,2,resource_type 4,severity_type 1
2688,event_type 10,feature 56,2,resource_type 2,severity_type 1
17857,event_type 35,feature 44,1,resource_type 8,severity_type 1
5123,event_type 34,feature 312,2,resource_type 2,severity_type 2
6284,event_type 20,feature 306,1,resource_type 7,severity_type 1
18057,event_type 15,feature 82,5,resource_type 8,severity_type 2
16046,event_type 35,feature 315,2,resource_type 2,severity_type 2
12649,event_type 34,feature 309,1,resource_type 2,severity_type 2
4799,event_type 35,feature 315,2,resource_type 2,severity_type 2
11019,event_type 11,feature 68,1,resource_type 8,severity_type 1
10489,event_type 11,feature 82,20,resource_type 8,severity_type 1
6583,event_type 35,feature 232,1,resource_type 2,severity_type 2
5329,event_type 34,feature 211,2,resource_type 2,severity_type 1
5895,event_type 34,feature 307,24,resource_type 2,severity_type 2
6887,event_type 11,feature 68,8,resource_type 2,severity_type 1
17110,event_type 11,feature 273,1,resource_type 6,severity_type 1
14659,event_type 13,feature 345,4,resource_type 8,severity_type 1
13324,event_type 35,feature 232,4,resource_type 2,severity_type 1
7292,event_type 11,feature 80,3,resource_type 8,severity_type 1
16630,event_type 34,feature 301,1,resource_type 2,severity_type 2
9207,event_type 35,feature 232,2,resource_type 2,severity_type 2
12936,event_type 43,feature 283,28,resource_type 2,severity_type 1
4513,event_type 35,feature 314,7,resource_type 2,severity_type 2
1835,event_type 18,feature 261,2,resource_type 10,severity_type 1
18104,event_type 35,feature 181,1,resource_type 2,severity_type 2
3183,event_type 13,feature 273,2,resource_type 4,severity_type 1
9378,event_type 15,feature 82,14,resource_type 8,severity_type 1
3787,event_type 35,feature 235,25,resource_type 2,severity_type 2
6470,event_type 44,feature 375,3,resource_type 2,severity_type 2
7698,event_type 11,feature 163,2,resource_type 7,severity_type 1
18209,event_type 35,feature 232,58,resource_type 2,severity_type 2
7840,event_type 34,feature 313,2,resource_type 2,severity_type 2
3131,event_type 35,feature 232,36,resource_type 2,severity_type 2
4266,event_type 24,feature 219,1,resource_type 6,severity_type 1
9254,event_type 35,feature 234,23,resource_type 2,severity_type 2
14031,event_type 34,feature 312,37,resource_type 2,severity_type 2
13179,event_type 54,feature 82,16,resource_type 8,severity_type 1
3611,event_type 11,feature 203,6,resource_type 8,severity_type 1
7956,event_type 11,feature 68,1,resource_type 8,severity_type 1
1971,event_type 54,feature 39,1,resource_type 9,severity_type 1
8611,event_type 11,feature 76,3,resource_type 8,severity_type 1
7600,event_type 32,feature 280,1,resource_type 8,severity_type 1
1105,event_type 35,feature 219,1,resource_type 2,severity_type 1
4266,event_type 14,feature 134,2,resource_type 7,severity_type 1
2368,event_type 20,feature 29,1,resource_type 2,severity_type 1
408,event_type 20,feature 134,1,resource_type 2,severity_type 1
5138,event_type 20,feature 219,1,resource_type 2,severity_type 1
7518,event_type 11,feature 54,400,resource_type 8,severity_type 1
17646,event_type 54,feature 54,2,resource_type 2,severity_type 1
14734,event_type 15,feature 82,12,resource_type 8,severity_type 1
13410,event_type 34,feature 160,1,resource_type 8,severity_type 2
4266,event_type 13,feature 54,9,resource_type 6,severity_type 1
4757,event_type 34,feature 311,7,resource_type 2,severity_type 2
2398,event_type 35,feature 313,5,resource_type 2,severity_type 2
10760,event_type 34,feature 310,3,resource_type 2,severity_type 2
1457,event_type 35,feature 313,10,resource_type 2,severity_type 2
3272,event_type 35,feature 232,1,resource_type 2,severity_type 2
12186,event_type 11,feature 219,1,resource_type 8,severity_type 1
11065,event_type 15,feature 56,7,resource_type 8,severity_type 1
7793,event_type 35,feature 312,3,resource_type 2,severity_type 2
16082,event_type 28,feature 154,1,resource_type 9,severity_type 1
7138,event_type 11,feature 307,1,resource_type 2,severity_type 1
12864,event_type 15,feature 201,2,resource_type 8,severity_type 1
7342,event_type 35,feature 314,1,resource_type 2,severity_type 2
11817,event_type 13,feature 170,2,resource_type 8,severity_type 1
15941,event_type 35,feature 233,6,resource_type 2,severity_type 2
7755,event_type 35,feature 314,68,resource_type 2,severity_type 2
13045,event_type 23,feature 222,6,resource_type 8,severity_type 2
12844,event_type 7,feature 204,2,resource_type 8,severity_type 1
5062,event_type 34,feature 312,15,resource_type 2,severity_type 2
4980,event_type 20,feature 312,1,resource_type 2,severity_type 1
2954,event_type 11,feature 304,6,resource_type 8,severity_type 1
10379,event_type 34,feature 313,12,resource_type 2,severity_type 2
14212,event_type 11,feature 54,1,resource_type 8,severity_type 1
680,event_type 35,feature 232,58,resource_type 2,severity_type 2
6739,event_type 22,feature 222,1,resource_type 7,severity_type 2
7435,event_type 15,feature 82,34,resource_type 8,severity_type 1
2977,event_type 18,feature 54,4,resource_type 7,severity_type 1
18492,event_type 35,feature 232,26,resource_type 2,severity_type 2
12742,event_type 35,feature 232,1,resource_type 2,severity_type 2
13526,event_type 11,feature 273,1,resource_type 6,severity_type 1
17857,event_type 35,feature 235,2,resource_type 2,severity_type 1
4582,event_type 11,feature 128,1,resource_type 8,severity_type 1
15972,event_type 35,feature 309,1,resource_type 2,severity_type 2
4737,event_type 34,feature 312,19,resource_type 2,severity_type 2
13065,event_type 15,feature 201,6,resource_type 8,severity_type 1
5458,event_type 10,feature 154,1,resource_type 3,severity_type 4
8148,event_type 15,feature 203,1,resource_type 8,severity_type 1
892,event_type 35,feature 232,1,resource_type 2,severity_type 2
18258,event_type 54,feature 203,14,resource_type 2,severity_type 1
11696,event_type 11,feature 68,1,resource_type 8,severity_type 1
4042,event_type 34,feature 44,2,resource_type 2,severity_type 1
16283,event_type 15,feature 193,2,resource_type 8,severity_type 1
12735,event_type 13,feature 273,2,resource_type 6,severity_type 1
5669,event_type 35,feature 44,3,resource_type 8,severity_type 2
14158,event_type 23,feature 305,1,resource_type 8,severity_type 1
7560,event_type 35,feature 307,11,resource_type 2,severity_type 2
17399,event_type 34,feature 234,31,resource_type 2,severity_type 2
1148,event_type 35,feature 219,1,resource_type 2,severity_type 1
17339,event_type 34,feature 160,2,resource_type 2,severity_type 1
4176,event_type 34,feature 312,1,resource_type 2,severity_type 1
14486,event_type 35,feature 301,1,resource_type 2,severity_type 1
16268,event_type 20,feature 306,2,resource_type 2,severity_type 1
7383,event_type 13,feature 273,2,resource_type 8,severity_type 1
10089,event_type 15,feature 203,10,resource_type 8,severity_type 1
2932,event_type 54,feature 360,2,resource_type 2,severity_type 4
3753,event_type 35,feature 313,9,resource_type 2,severity_type 2
18104,event_type 11,feature 221,1,resource_type 8,severity_type 2
11328,event_type 11,feature 193,5,resource_type 8,severity_type 1
13045,event_type 22,feature 197,6,resource_type 8,severity_type 2
11686,event_type 20,feature 134,1,resource_type 2,severity_type 1
13004,event_type 11,feature 80,9,resource_type 2,severity_type 1
12539,event_type 11,feature 195,1,resource_type 8,severity_type 1
9373,event_type 19,feature 383,2,resource_type 8,severity_type 1
3267,event_type 15,feature 203,14,resource_type 8,severity_type 1
16756,event_type 11,feature 54,4,resource_type 8,severity_type 1
12383,event_type 11,feature 179,4,resource_type 6,severity_type 1
12645,event_type 54,feature 193,1,resource_type 8,severity_type 1
6293,event_type 34,feature 232,1,resource_type 2,severity_type 1
6127,event_type 20,feature 219,1,resource_type 2,severity_type 1
11401,event_type 20,feature 357,1,resource_type 2,severity_type 1
6024,event_type 20,feature 233,1,resource_type 2,severity_type 1
17207,event_type 35,feature 227,9,resource_type 2,severity_type 2
4399,event_type 34,feature 312,12,resource_type 2,severity_type 2
8956,event_type 49,feature 122,5,resource_type 2,severity_type 1
12145,event_type 49,feature 288,2,resource_type 2,severity_type 1
10351,event_type 43,feature 290,10,resource_type 2,severity_type 1
7020,event_type 49,feature 134,1,resource_type 2,severity_type 1
107,event_type 35,feature 232,9,resource_type 2,severity_type 2
9361,event_type 13,feature 54,1,resource_type 6,severity_type 1
4042,event_type 34,feature 230,2,resource_type 8,severity_type 1
2190,event_type 15,feature 193,2,resource_type 2,severity_type 1
13069,event_type 35,feature 227,1,resource_type 2,severity_type 2
3698,event_type 13,feature 265,2,resource_type 10,severity_type 1
7600,event_type 20,feature 207,1,resource_type 8,severity_type 1
17217,event_type 34,feature 234,6,resource_type 2,severity_type 2
10776,event_type 35,feature 312,1,resource_type 2,severity_type 2
13406,event_type 11,feature 306,2,resource_type 2,severity_type 1
14731,event_type 11,feature 273,7,resource_type 8,severity_type 1
15410,event_type 14,feature 180,1,resource_type 7,severity_type 1
11695,event_type 35,feature 232,24,resource_type 2,severity_type 2
17960,event_type 42,feature 368,21,resource_type 2,severity_type 1
2977,event_type 22,feature 223,2,resource_type 10,severity_type 1
4401,event_type 23,feature 222,1,resource_type 6,severity_type 1
4399,event_type 34,feature 230,6,resource_type 2,severity_type 2
6547,event_type 15,feature 82,36,resource_type 2,severity_type 1
9021,event_type 35,feature 307,28,resource_type 2,severity_type 2
8336,event_type 11,feature 75,1,resource_type 7,severity_type 1
1014,event_type 34,feature 232,13,resource_type 2,severity_type 1
2977,event_type 13,feature 222,4,resource_type 10,severity_type 1
1619,event_type 11,feature 171,1,resource_type 3,severity_type 1
7576,event_type 22,feature 305,4,resource_type 7,severity_type 2
7378,event_type 11,feature 298,1,resource_type 2,severity_type 1
9400,event_type 35,feature 312,4,resource_type 2,severity_type 2
12844,event_type 7,feature 219,1,resource_type 2,severity_type 1
3682,event_type 13,feature 54,5,resource_type 8,severity_type 1
11457,event_type 11,feature 273,2,resource_type 8,severity_type 1
663,event_type 54,feature 203,7,resource_type 8,severity_type 1
8997,event_type 11,feature 170,1,resource_type 8,severity_type 1
16207,event_type 35,feature 301,1,resource_type 2,severity_type 1
6357,event_type 15,feature 71,2,resource_type 8,severity_type 1
3742,event_type 20,feature 222,2,resource_type 6,severity_type 1
13621,event_type 50,feature 374,2,resource_type 2,severity_type 4
5707,event_type 15,feature 82,16,resource_type 8,severity_type 2
13028,event_type 34,feature 312,14,resource_type 2,severity_type 2
16695,event_type 35,feature 308,1,resource_type 2,severity_type 2
3249,event_type 24,feature 318,5,resource_type 2,severity_type 1
7126,event_type 54,feature 82,36,resource_type 8,severity_type 1
15765,event_type 34,feature 234,7,resource_type 2,severity_type 2
18358,event_type 10,feature 132,1,resource_type 9,severity_type 1
11651,event_type 34,feature 227,1,resource_type 2,severity_type 2
18353,event_type 15,feature 51,2,resource_type 8,severity_type 1
3091,event_type 35,feature 233,2,resource_type 2,severity_type 2
11563,event_type 35,feature 229,13,resource_type 2,severity_type 2
406,event_type 14,feature 305,1,resource_type 2,severity_type 1
9109,event_type 14,feature 306,1,resource_type 7,severity_type 4
15410,event_type 40,feature 180,1,resource_type 8,severity_type 1
9353,event_type 34,feature 308,1,resource_type 2,severity_type 2
13498,event_type 20,feature 306,1,resource_type 2,severity_type 1
16550,event_type 34,feature 312,2,resource_type 2,severity_type 2
7287,event_type 24,feature 73,1,resource_type 8,severity_type 1
7194,event_type 14,feature 223,2,resource_type 8,severity_type 1
17409,event_type 11,feature 273,4,resource_type 7,severity_type 1
9418,event_type 20,feature 134,1,resource_type 2,severity_type 1
17876,event_type 47,feature 289,9,resource_type 2,severity_type 1
2402,event_type 11,feature 54,1,resource_type 8,severity_type 1
2123,event_type 11,feature 209,1,resource_type 8,severity_type 1
15105,event_type 22,feature 75,6,resource_type 7,severity_type 2
6091,event_type 35,feature 312,3,resource_type 2,severity_type 2
1852,event_type 11,feature 134,1,resource_type 7,severity_type 1
7648,event_type 34,feature 227,1,resource_type 2,severity_type 2
5353,event_type 54,feature 71,9,resource_type 8,severity_type 1
17409,event_type 11,feature 274,9,resource_type 4,severity_type 1
2144,event_type 35,feature 227,1,resource_type 2,severity_type 2
5346,event_type 35,feature 221,1,resource_type 2,severity_type 2
9162,event_type 11,feature 187,2,resource_type 8,severity_type 1
16396,event_type 15,feature 201,1,resource_type 8,severity_type 2
5490,event_type 34,feature 232,2,resource_type 2,severity_type 2
1695,event_type 42,feature 368,5,resource_type 2,severity_type 1
12186,event_type 20,feature 219,1,resource_type 7,severity_type 1
15366,event_type 34,feature 312,6,resource_type 2,severity_type 2
5304,event_type 15,feature 82,8,resource_type 8,severity_type 2
16412,event_type 35,feature 309,24,resource_type 2,severity_type 2
14406,event_type 22,feature 345,1,resource_type 6,severity_type 1
2157,event_type 22,feature 75,2,resource_type 7,severity_type 1
11171,event_type 43,feature 290,3,resource_type 2,severity_type 1
12153,event_type 11,feature 203,6,resource_type 8,severity_type 1
4399,event_type 34,feature 308,9,resource_type 2,severity_type 2
7306,event_type 34,feature 312,5,resource_type 2,severity_type 2
8638,event_type 11,feature 170,1,resource_type 8,severity_type 1
5053,event_type 35,feature 312,3,resource_type 2,severity_type 4
12348,event_type 34,feature 232,2,resource_type 2,severity_type 2
2074,event_type 35,feature 232,16,resource_type 2,severity_type 2
4132,event_type 34,feature 312,1,resource_type 2,severity_type 2
16764,event_type 40,feature 145,4,resource_type 4,severity_type 1
15410,event_type 20,feature 219,2,resource_type 8,severity_type 1
6619,event_type 34,feature 312,3,resource_type 2,severity_type 2
14328,event_type 11,feature 203,13,resource_type 8,severity_type 1
8605,event_type 34,feature 312,11,resource_type 2,severity_type 2
11493,event_type 11,feature 67,1,resource_type 2,severity_type 1
16312,event_type 35,feature 312,2,resource_type 2,severity_type 2
4401,event_type 11,feature 68,1,resource_type 8,severity_type 1
12183,event_type 34,feature 232,1,resource_type 2,severity_type 2
4896,event_type 21,feature 44,4,resource_type 2,severity_type 1
15850,event_type 34,feature 227,3,resource_type 2,severity_type 2
17366,event_type 11,feature 170,1,resource_type 8,severity_type 1
9146,event_type 43,feature 375,5,resource_type 2,severity_type 1
14273,event_type 34,feature 312,19,resource_type 2,severity_type 2
6514,event_type 23,feature 306,1,resource_type 7,severity_type 1
12780,event_type 22,feature 304,1,resource_type 8,severity_type 1
6261,event_type 35,feature 314,26,resource_type 2,severity_type 2
15436,event_type 44,feature 368,10,resource_type 2,severity_type 1
2983,event_type 20,feature 134,1,resource_type 8,severity_type 1
859,event_type 35,feature 301,2,resource_type 2,severity_type 1
6633,event_type 10,feature 35,2,resource_type 3,severity_type 1
9261,event_type 34,feature 311,3,resource_type 2,severity_type 2
2688,event_type 11,feature 150,1,resource_type 2,severity_type 1
8132,event_type 11,feature 87,3,resource_type 7,severity_type 2
17407,event_type 35,feature 308,1,resource_type 2,severity_type 2
1264,event_type 15,feature 168,1,resource_type 8,severity_type 1
4176,event_type 20,feature 232,1,resource_type 2,severity_type 1
3832,event_type 34,feature 233,1,resource_type 2,severity_type 2
5989,event_type 11,feature 82,8,resource_type 8,severity_type 1
406,event_type 20,feature 48,1,resource_type 6,severity_type 1
14249,event_type 15,feature 80,1,resource_type 8,severity_type 1
681,event_type 11,feature 70,5,resource_type 8,severity_type 1
12414,event_type 34,feature 312,1,resource_type 2,severity_type 2
1729,event_type 11,feature 232,2,resource_type 8,severity_type 1
9750,event_type 34,feature 227,2,resource_type 8,severity_type 1
5504,event_type 15,feature 71,2,resource_type 1,severity_type 1
5887,event_type 11,feature 55,2,resource_type 8,severity_type 1
4785,event_type 11,feature 307,1,resource_type 8,severity_type 2
3560,event_type 34,feature 314,56,resource_type 2,severity_type 2
79,event_type 15,feature 172,2,resource_type 8,severity_type 1
14350,event_type 34,feature 312,1,resource_type 2,severity_type 1
17401,event_type 35,feature 232,4,resource_type 2,severity_type 2
3742,event_type 22,feature 222,2,resource_type 7,severity_type 1
15506,event_type 11,feature 273,1,resource_type 6,severity_type 1
12434,event_type 11,feature 195,3,resource_type 8,severity_type 1
15445,event_type 11,feature 54,632,resource_type 8,severity_type 1
7392,event_type 35,feature 312,2,resource_type 2,severity_type 2
6885,event_type 11,feature 38,1,resource_type 3,severity_type 1
2272,event_type 34,feature 232,24,resource_type 2,severity_type 2
9887,event_type 35,feature 314,2,resource_type 2,severity_type 2
7378,event_type 20,feature 240,2,resource_type 2,severity_type 1
18063,event_type 34,feature 307,4,resource_type 2,severity_type 2
10181,event_type 11,feature 181,1,resource_type 8,severity_type 1
827,event_type 34,feature 301,1,resource_type 2,severity_type 1
16048,event_type 11,feature 54,1,resource_type 8,severity_type 1
1314,event_type 15,feature 203,5,resource_type 8,severity_type 2
11174,event_type 15,feature 82,16,resource_type 8,severity_type 1
18039,event_type 23,feature 197,8,resource_type 7,severity_type 2
17614,event_type 15,feature 74,5,resource_type 1,severity_type 1
1852,event_type 20,feature 134,1,resource_type 4,severity_type 1
1079,event_type 35,feature 232,1,resource_type 2,severity_type 2
11595,event_type 20,feature 345,1,resource_type 4,severity_type 1
5253,event_type 11,feature 345,1,resource_type 8,severity_type 1
14922,event_type 11,feature 134,1,resource_type 2,severity_type 1
1618,event_type 20,feature 196,1,resource_type 2,severity_type 1
13596,event_type 10,feature 127,2,resource_type 3,severity_type 1
15634,event_type 34,feature 312,66,resource_type 2,severity_type 2
16077,event_type 54,feature 201,2,resource_type 2,severity_type 1
4139,event_type 35,feature 228,2,resource_type 2,severity_type 2
7113,event_type 11,feature 55,1,resource_type 8,severity_type 1
17285,event_type 15,feature 203,14,resource_type 8,severity_type 1
2476,event_type 34,feature 233,1,resource_type 2,severity_type 2
14311,event_type 11,feature 306,1,resource_type 7,severity_type 2
9402,event_type 23,feature 306,3,resource_type 8,severity_type 2
714,event_type 11,feature 193,3,resource_type 8,severity_type 1
2715,event_type 11,feature 171,7,resource_type 8,severity_type 1
8800,event_type 11,feature 71,12,resource_type 8,severity_type 1
3034,event_type 35,feature 313,5,resource_type 2,severity_type 2
2956,event_type 18,feature 68,7,resource_type 8,severity_type 1
1165,event_type 35,feature 232,8,resource_type 2,severity_type 2
4643,event_type 11,feature 71,2,resource_type 8,severity_type 1
14672,event_type 23,feature 197,2,resource_type 2,severity_type 1
8602,event_type 34,feature 235,1,resource_type 2,severity_type 2
2956,event_type 11,feature 68,7,resource_type 8,severity_type 1
4896,event_type 21,feature 307,3,resource_type 2,severity_type 1
9366,event_type 15,feature 80,3,resource_type 8,severity_type 1
6198,event_type 5,feature 139,2,resource_type 8,severity_type 1
549,event_type 35,feature 234,27,resource_type 2,severity_type 2
11706,event_type 13,feature 68,2,resource_type 6,severity_type 1
11477,event_type 34,feature 233,61,resource_type 2,severity_type 2
1441,event_type 11,feature 171,7,resource_type 2,severity_type 1
11813,event_type 35,feature 309,7,resource_type 2,severity_type 2
6722,event_type 35,feature 232,25,resource_type 2,severity_type 2
8,event_type 34,feature 312,3,resource_type 2,severity_type 2
4083,event_type 11,feature 196,2,resource_type 8,severity_type 1
17409,event_type 11,feature 345,4,resource_type 6,severity_type 1
10444,event_type 35,feature 232,1,resource_type 8,severity_type 2
17866,event_type 34,feature 313,5,resource_type 2,severity_type 2
16073,event_type 35,feature 232,3,resource_type 2,severity_type 2
10300,event_type 34,feature 313,2,resource_type 2,severity_type 2
15851,event_type 22,feature 305,5,resource_type 7,severity_type 2
8608,event_type 15,feature 201,2,resource_type 8,severity_type 1
1644,event_type 11,feature 133,1,resource_type 8,severity_type 1
16902,event_type 15,feature 196,1,resource_type 8,severity_type 1
10690,event_type 35,feature 307,1,resource_type 2,severity_type 2
4974,event_type 11,feature 362,1,resource_type 2,severity_type 1
12452,event_type 42,feature 283,2,resource_type 2,severity_type 2
12720,event_type 15,feature 172,1,resource_type 8,severity_type 1
13212,event_type 11,feature 68,1,resource_type 8,severity_type 1
1582,event_type 35,feature 308,2,resource_type 2,severity_type 2
14568,event_type 11,feature 203,15,resource_type 2,severity_type 1
7350,event_type 15,feature 193,1,resource_type 8,severity_type 1
1379,event_type 23,feature 170,27,resource_type 8,severity_type 1
9109,event_type 23,feature 306,1,resource_type 2,severity_type 4
14938,event_type 18,feature 345,2,resource_type 6,severity_type 1
7378,event_type 11,feature 55,1,resource_type 8,severity_type 1
11815,event_type 35,feature 314,35,resource_type 2,severity_type 2
7648,event_type 35,feature 232,81,resource_type 2,severity_type 2
6798,event_type 42,feature 291,4,resource_type 2,severity_type 1
300,event_type 22,feature 75,2,resource_type 7,severity_type 2
4323,event_type 13,feature 68,4,resource_type 8,severity_type 1
12047,event_type 35,feature 230,2,resource_type 2,severity_type 2
13410,event_type 35,feature 44,1,resource_type 2,severity_type 2
7342,event_type 34,feature 234,1,resource_type 2,severity_type 2
14970,event_type 35,feature 353,4,resource_type 8,severity_type 1
3504,event_type 11,feature 71,10,resource_type 8,severity_type 1
15971,event_type 34,feature 315,1,resource_type 2,severity_type 2
5767,event_type 34,feature 313,18,resource_type 2,severity_type 2
8956,event_type 43,feature 375,56,resource_type 2,severity_type 1
678,event_type 34,feature 232,2,resource_type 2,severity_type 2
11421,event_type 20,feature 202,4,resource_type 2,severity_type 1
1248,event_type 14,feature 54,1,resource_type 6,severity_type 1
978,event_type 11,feature 223,2,resource_type 4,severity_type 2
5823,event_type 34,feature 312,6,resource_type 2,severity_type 2
1184,event_type 22,feature 305,1,resource_type 7,severity_type 1
17821,event_type 13,feature 54,1,resource_type 8,severity_type 1
3183,event_type 11,feature 170,9,resource_type 8,severity_type 1
16262,event_type 35,feature 232,3,resource_type 2,severity_type 2
4582,event_type 11,feature 223,3,resource_type 6,severity_type 1
11421,event_type 20,feature 191,1,resource_type 2,severity_type 1
15649,event_type 20,feature 134,1,resource_type 2,severity_type 1
15348,event_type 35,feature 314,42,resource_type 2,severity_type 2
1203,event_type 11,feature 94,1,resource_type 8,severity_type 1
6598,event_type 35,feature 308,4,resource_type 2,severity_type 2
6047,event_type 34,feature 312,3,resource_type 2,severity_type 2
10653,event_type 13,feature 306,2,resource_type 7,severity_type 1
5745,event_type 34,feature 314,25,resource_type 2,severity_type 2
10199,event_type 20,feature 221,1,resource_type 2,severity_type 1
2963,event_type 15,feature 203,17,resource_type 8,severity_type 2
2954,event_type 13,feature 345,8,resource_type 6,severity_type 1
9353,event_type 35,feature 228,1,resource_type 2,severity_type 2
11907,event_type 11,feature 307,2,resource_type 2,severity_type 2
5014,event_type 34,feature 235,1,resource_type 2,severity_type 2
795,event_type 11,feature 209,1,resource_type 8,severity_type 1
17327,event_type 20,feature 134,1,resource_type 2,severity_type 1
11149,event_type 34,feature 232,1,resource_type 2,severity_type 2
2880,event_type 14,feature 162,4,resource_type 2,severity_type 1
16611,event_type 11,feature 195,2,resource_type 8,severity_type 1
14923,event_type 15,feature 82,38,resource_type 8,severity_type 2
7138,event_type 34,feature 312,1,resource_type 8,severity_type 1
17795,event_type 11,feature 160,34,resource_type 2,severity_type 1
4588,event_type 34,feature 44,1,resource_type 2,severity_type 1
15650,event_type 34,feature 313,2,resource_type 2,severity_type 2
6212,event_type 35,feature 307,2,resource_type 2,severity_type 1
1882,event_type 15,feature 203,6,resource_type 8,severity_type 1
16966,event_type 11,feature 353,1,resource_type 8,severity_type 2
18358,event_type 28,feature 153,3,resource_type 9,severity_type 1
17174,event_type 34,feature 312,6,resource_type 2,severity_type 2
16087,event_type 34,feature 301,1,resource_type 2,severity_type 2
12844,event_type 7,feature 219,1,resource_type 8,severity_type 1
6347,event_type 11,feature 273,1,resource_type 10,severity_type 1
1482,event_type 20,feature 134,1,resource_type 2,severity_type 1
6563,event_type 23,feature 47,2,resource_type 7,severity_type 1
1379,event_type 11,feature 345,4,resource_type 6,severity_type 1
6838,event_type 34,feature 312,3,resource_type 2,severity_type 2
5112,event_type 15,feature 82,12,resource_type 8,severity_type 1
905,event_type 11,feature 111,2,resource_type 8,severity_type 1
341,event_type 34,feature 233,7,resource_type 2,severity_type 2
1242,event_type 35,feature 315,2,resource_type 2,severity_type 2
406,event_type 22,feature 219,1,resource_type 7,severity_type 1
3054,event_type 11,feature 68,1,resource_type 8,severity_type 1
2097,event_type 11,feature 54,9,resource_type 8,severity_type 1
11746,event_type 14,feature 54,4,resource_type 8,severity_type 1
6588,event_type 35,feature 233,3,resource_type 2,severity_type 2
5172,event_type 35,feature 312,6,resource_type 2,severity_type 4
14169,event_type 11,feature 70,3,resource_type 8,severity_type 1
5488,event_type 40,feature 46,5,resource_type 8,severity_type 1
4209,event_type 15,feature 203,8,resource_type 8,severity_type 2
5473,event_type 34,feature 134,1,resource_type 2,severity_type 1
12801,event_type 44,feature 368,2,resource_type 2,severity_type 1
8523,event_type 54,feature 362,1,resource_type 2,severity_type 1
2077,event_type 34,feature 233,6,resource_type 2,severity_type 2
2906,event_type 15,feature 80,1,resource_type 8,severity_type 2
9243,event_type 6,feature 219,1,resource_type 7,severity_type 1
204,event_type 35,feature 232,91,resource_type 2,severity_type 2
406,event_type 13,feature 345,1,resource_type 2,severity_type 1
17713,event_type 54,feature 87,1,resource_type 8,severity_type 1
6523,event_type 35,feature 312,24,resource_type 2,severity_type 2
3700,event_type 13,feature 273,1,resource_type 4,severity_type 1
15331,event_type 11,feature 193,5,resource_type 8,severity_type 1
7651,event_type 35,feature 314,1,resource_type 2,severity_type 2
1355,event_type 34,feature 313,67,resource_type 2,severity_type 2
9750,event_type 35,feature 211,1,resource_type 8,severity_type 1
1248,event_type 14,feature 273,1,resource_type 8,severity_type 1
17713,event_type 22,feature 222,1,resource_type 2,severity_type 1
12610,event_type 11,feature 223,1,resource_type 7,severity_type 1
339,event_type 23,feature 209,3,resource_type 2,severity_type 1
14350,event_type 35,feature 307,1,resource_type 2,severity_type 1
6095,event_type 44,feature 376,4,resource_type 2,severity_type 4
17034,event_type 34,feature 308,3,resource_type 2,severity_type 2
4266,event_type 20,feature 54,9,resource_type 2,severity_type 1
13181,event_type 34,feature 301,1,resource_type 2,severity_type 1
16048,event_type 11,feature 54,1,resource_type 6,severity_type 1
8590,event_type 20,feature 376,9,resource_type 2,severity_type 1
8202,event_type 11,feature 202,4,resource_type 8,severity_type 1
13425,event_type 15,feature 82,122,resource_type 8,severity_type 1
12145,event_type 47,feature 289,2,resource_type 2,severity_type 1
7385,event_type 11,feature 170,5,resource_type 8,severity_type 1
6654,event_type 11,feature 55,1,resource_type 8,severity_type 1
3462,event_type 15,feature 203,2,resource_type 8,severity_type 2
5430,event_type 35,feature 315,2,resource_type 8,severity_type 1
11786,event_type 35,feature 232,1,resource_type 2,severity_type 2
